Retsku	Product Title	Detailed Description	Categorization	Product URL	Primary Image URL	Alternate Image URL	Selling Price	Regular Price	Condition	Manufacturer Name	Manufacturer Part Number	Availability	Gender	Bid Type	Bid Amount
R-446	14K Yellow Solid Gold Diamond Solitaire Engagement Ring 0.35 Ctw	This simple yet elegant womens solitaire diamond engagement ring is handcrafted in lustrous 14K yellow gold. The center is set with one small heart shaped diamond which totals to 0.35 carats. The center measures to 3/16 inches in width and the band weighs approximately 1.8 grams. This lovely womens engagement ring is an ideal gift for that special someone.	Jewelry & Watches > Engagement & Wedding > Engagement Rings	http://www.avianneandco.com/14k-yellow-gold-diamond-solitaire-engagement-ring-0-35-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/-/r-446-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/-/r-446-2.jpg	719	2025	New	Avianne & Co	R-446	Yes	women	Absolute	0.25
VR03409	10K Yellow Solid Gold Diamond Wedding Band Set 0.45 Ctw	"This exquisite diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring comes with a matching womens wedding band and they are both pave set with numerous small round cut diamonds which are H in color and SI1/SI2 in clarity. This set comes with a matching mens wedding band which is also adorned with brilliant round cut diamonds and measures to 1/4 Inches in width. Weighing approximately 6.5 grams, this finely detailed wedding band set is an ideal gift at an affordable value."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-yellow-gold-diamond-wedding-band-set-0-54-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr03409-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/s/v/svr03409-2.jpg	607	1690	New	Avianne & Co	VR03409	Yes	Unisex	Absolute	0.25
R6312	14K White Solid Gold Mens Diamond Solitaire Pinky Ring 0.10 Ctw	This masculine diamond pinky ring is crafted in lustrous 14K white gold. The center is set with one brilliant round cut diamond which is G in color and SI in clarity. The frame measures to 3/8 inches in width and weighs approximately 6.3 grams. This elegant mens diamond pinky ring is an ideal accessory for an every day casual wear.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-white-gold-mens-diamond-solitaire-pinky-ring-0-10-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6312-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/6/r6312-2.jpg	589	1650	New	Avianne & Co	R6312	Yes	men	Absolute	0.25
R6605	10K Yellow Solid Gold Mens Diamond Ring 0.50 Ctw	This exquisite mens diamond ring is crafted in 10K yellow gold. Rows of channel set diamonds are placed in the center and total to 0.50 carats. The frame measures to 1/2 Inches in width and the band weighs approximately 6.6 grams. This masculine diamond ring is an ideal accessory for an every day casual wear.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/10k-yellow-gold-mens-diamond-ring-0-50-ctw-5065.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6605-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/6/r6605-2.jpg	579	1625	New	Avianne & Co	R6605	Yes	men	Absolute	0.25
VE002004	10K Solid Gold Black Rhodium Plated Diamond Stud Earrings with Black Diamonds 0.39 Ctw	"These uniquely designed diamond stud earrings are crafted in 10K gold and plated in Black Rhodium. The center of both earrings are pave set with numerous small round cut diamonds which total to 0.39 carats. Weighing approximately 2.4 grams, these elegant diamond stud earrings securely lock with a screw back closure."	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/10k-gold-black-rhodium-plated-diamond-stud-earrings-with-black-diamonds-0-39-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/e/ve002004-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/e/ve002004-2_1.jpg	499	1445	New	Avianne & Co	VE002004	Yes	men	Absolute	0.25
ER27142	10K Gold Black Rhodium Plated Diamond Stud Earrings with Black Diamonds 0.50 Ctw	"These small diamond stud earrings are handcrafted in 10k gold and plated in Black Rhodium. Each earring is micro set with small round cut black diamonds. The frame measures to 7.4 mm in length and width and locks with screw back closure. weighing 2.1 grams, these stud earrings are ideal for both men and women."	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/10k-gold-black-rhodium-plated-diamond-stud-earrings-with-black-diamonds-0-50-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/r/er27142-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/e/r/er27142-1.jpg	419	1250	New	Avianne & Co	ER27142	Yes	men	Absolute	0.25
R6120	10K Yellow Solid Gold Mens Diamond Ring 0.31 Ctw	This elegant mens diamond ring features small round cut diamonds which are pave set on the center. The frame measures to 7/16 Inches in width and weighs approximately 5 grams. This simple mens diamond ring is crafted in 10K Yellow Gold.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/10k-yellow-gold-mens-diamond-ring-0-31-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6120-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/6/R6120-1.jpg	408	1100	New	Avianne & Co	R6120	Yes	men	Absolute	0.25
R2642 	Diamond Right Hand Ring in Two Tone Solid Gold	"This simple yet fashionable ring makes the perfect gift! Handcrafted in lovely 10k white and yellow gold, this ring features a unique design covered in diamond accents. The frame contains baguette cut diamonds in a channel setting showcasing a large setting of round cut diamonds in a prong setting. The color of the diamonds are I/J and the clarity is I1/I2."	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/diamond-right-hand-ring-in-two-tone-gold-10027.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2642a.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r2642b.jpg	156	350	New	Avianne & Co	R2642 	Yes	women	Absolute	0.25
ADER3697W	14K White Gold Womens Diamond Star Earrings 0.10 Ctw	These lovely womens diamond star stud earrings are handcrafted in 14k white gold. The earrings are set with small round cut diamonds which total to 0.10 carats. The frame measures to 7.3 mm in length and width and weighs 1.5 grams.	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/14k-white-gold-womens-diamond-star-earrings-0-10-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/ader3697-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/ader3697-1.jpg	220	478	New	Avianne & Co	ADER3697W	Yes	women	Absolute	0.25
ADER3363W	14K White Gold Initial Letter Diamond Stud Earrings 0.12 Ctw	"These lovely diamond small stud earrings are handcrafted in lustrous 14k white gold. The letter 'M' is outlined with small round cut diamonds and they both carry a total of 0.12 carat diamonds. The small frames measures to 5 mm in length, 4.8 mm in width and weigh 0.7 grams. These tiny earrings securely lock with screw back closures."	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/14k-white-gold-initial-letter-diamond-stud-earrings-0-12-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/ader3363-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/ader3363-2.jpg	180	387	New	Avianne & Co	ADER3363W	Yes	men	Absolute	0.25
ADFSR3817W	14K White Gold Womens Diamond Wedding Band 0.05 Ctw	"Elegant and simple, this womens diamond wedding band is handcrafted in 14k white gold. Five small round cut diamonds are bezel set half way around the band and total to 0.05 carats. The band measures to 3 mm in width and weighs 1.5 grams."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/14k-yellow-gold-womens-diamond-wedding-band-0-05-ctw-11691.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr3817w-1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr3817w-3.jpg	189	471	New	Avianne & Co	ADFSR3817W	Yes	women	Absolute	0.25
ER97-1	14K White Solid Gold Diamond Stud Earrings 0.25 Ctw	"These lovely unisex diamond stud earrings are crafted in highly polished 14K White Gold. The circle center piece of each earring is invisibly set with brilliant small princess cut diamonds which weigh a total of 0.25 carats. Securely locking with a screw back closure, these earrings weigh approximately 1.2 grams. These lovely unisex diamond earring studs are ideal for an every day casual wear."	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/14k-white-gold-diamond-stud-earrings-0-25-ctw-2249.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/E/R/ER97-1-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/E/R/ER97-1-2.jpg	198	550	New	Avianne & Co	ER97-1	Yes	men	Absolute	0.25
LB053	Stainless Steel Mens Two Tone Leather Band Bracelet	"This masculine mens leather band bracelet is crafted in both rose and silver tone stainless steel. The center of the link is pave set with eight small cubic zirconia stones which are placed in two squares. The bracelet measures to 8 1/2 Inches in length and 1/2 Inches in width. Securely locking with lobster claw clasp, this one of a kind mens leather band bracelet is exclusively designed by Avianne&Co."	Jewelry & Watches > Fine Jewelry > Bracelets	http://www.avianneandco.com/stainless-steel-mens-two-tone-leather-band-bracelet-3991.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/L/B/LB053-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/L/B/LB053-2.jpg	75	200	New	Avianne & Co	LB053	Yes	men	Absolute	0.25
ADER2113T7W	14K White Gold Black Diamond Stud Earrings 0.25 Ctw	These stud earrings are handcrafted in 14k white gold. The center is micro set with small round cut black diamonds which total to 0.25 carats. The square frame measures to 9.2 mm in length and width and securely locks with durable screw back closure.	Jewelry & Watches > Fine Jewelry > Earrings	http://www.avianneandco.com/14k-white-gold-black-diamond-stud-earrings-0-25-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/ader2113t7-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/ader2113t7-1.jpg	301	886	New	Avianne & Co	ADER2113T7W	Yes	men	Absolute	0.25
R126507	14K White Solid Gold Diamond Engagement Ring 1.28 Ctw	"Elegant in appearance, this womens engagement ring is handcrafted in lustrous 14K white gold. The center is set with one princess cut diamond which weighs 0.53 carats. The side stones consist of small round cut diamonds which total to additional 0.75 carats. These diamonds are G/H in color and VS2/SI1 in clarity.&nbsp;"	Jewelry & Watches > Engagement & Wedding > Engagement Rings	http://www.avianneandco.com/1k-white-gold-diamond-engagement-ring-1-28-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r126507-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r126507-3.jpg	2635	7500	New	Avianne & Co	R126507	Yes	women	Absolute	0.25
R25944	14K Yellow Gold Mens Diamond Nugget Ring 2.50 Ctw	This large mens diamond nugget ring is handcrafted in 14K yellow gold. The ring is detailed with round cut diamonds which total to 2.50 carats. The frame measures to 14 mm in width and weighs 22.7 grams.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-nugget-ring-2-50-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r25944-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r25944-1.jpg	2634	7500	New	Avianne & Co	R25944	Yes	men	Absolute	0.25
R23488	18K White Gold Mens Diamond Eternity Band 1.90 Ctw	This elegant mens diamond eternity band is crafted in lustrous 14K white gold. Small round cut diamonds are channel set all the way across the band and total to 1.90 carats. The frame measures to 3/16 inches in width and weighs approximately 5.5 grams. This exquisite mens diamond eternity band is an ideal gift idea for that special occasion.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/18k-white-gold-mens-diamond-eternity-band-1-90-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r23488-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r23488-1.jpg	2179	6500	New	Avianne & Co	R23488	Yes	men	Absolute	0.25
R41125	14K White Solid Gold Womens Five Stone Diamond Anniversary Ring 1.25 Ctw	This glamorous womens diamond anniversary ring is crafted in 14K White Gold. The center features five round cut prong set diamonds which are VS in clarity and G/H in color. The frame measures to 3/16 Inches in width and weighs approximately 4.1 grams. This lovely womens diamond anniversary ring is an ideal gift for that special occasion.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-white-gold-womens-diamond-anniversary-band-1-25-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r41125-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/R/4/R41125-2.jpg	2025	5750	New	Avianne & Co	R41125	Yes	women	Absolute	0.25
R125880	14K Yellow Solid Gold Mens Diamond Pinky Ring 2.10 Ctw	This masculine in appearance pinky ring is handcrafted in 14K yellow gold. Five rows in the center feature channel set princess cut diamonds which total to 2.10 carats. The frame measures to 7/16 inches in width and weighs approximately 6.3 grams. This exquisite mens pinky ring is an ideal accessory for an every day wear.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-pinky-ring-2-10-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r125880-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125880-2.jpg	1848	5250	New	Avianne & Co	R125880	Yes	men	Absolute	0.25
CR4462	14K Yellow Solid Gold Mens Diamond Cross Pendant 1.25 Ctw	This stylish mens diamond cross is crafted in lustrous 14K Yellow Gold. The center of the cross is invisibly set with princess cut diamonds and decorated with uniquely designed corners. This elegant yellow gold diamond cross is an ideal accessory for special occasions. Note: The chain is for illustration purposes only and may be purchased separately.	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-cross-pendant-1-25-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/r/cr4462-2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/I/M/IMG_0463.JPG	1762	5000	New	Avianne & Co	CR4462	Yes	men	Absolute	0.25
FSR2381LT	14K Yellow Solid Gold Mens Yellow Diamond Ring 0.80 Ctw	This exquisite mens yellow diamond ring is crafted in highly polished 14k Yellow Gold. The square center piece is adorned with numerous small round cut white and yellow diamonds which are carefully placed on micro pave setting. Two opposite sides of the band are also adorned with small round cut diamonds. This finely detailed mens diamond ring is an ideal accessory for a special night out.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-yellow-diamond-ring-0-80-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/f/s/fsr2381lt-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/f/s/fsr2381lt-2.jpg	1530	2750	New	Avianne & Co	FSR2381LT	Yes	men	Absolute	0.25
BG58	Sauro 18K Yellow Solid Gold Rubber Bracelet	"This uniquely designed Sauro rubber bracelet measures to approximately 8 inches in length. The links and the lock are handcrafted in lustrous 18K yellow gold.  Meausuring to 1/4 Inches in width, this one of a kind handmade black rubber bracelet weighs approximately 16.1 grams."	Jewelry & Watches > Fine Jewelry > Bracelets	http://www.avianneandco.com/sauro-18k-yellow-gold-rubber-bracelet-5986.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/g/bg58-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/b/g/bg58-1.jpg	1490	4440	New	Avianne & Co	BG58	Yes	men	Absolute	0.25
R2949	14K White Solid Gold Diamond Bridal Ring Set 1.16 Ctw	This alluring diamond bridal set is crafted in highly polished 14K White Gold. The engagement ring features one round cut diamond in the center with small princess cut diamonds on opposite sides. This simple and elegant bridal ring set is weighs approximately 6.4 grams.	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/14k-white-gold-diamond-bridal-ring-set-1-16-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r2949-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/f/i/file_317.jpg	1416	4000	New	Avianne & Co	R2949	Yes	Unisex	Absolute	0.25
R25883B	14K White Solid Gold Mens Diamond Pinky Ring 0.64 Ctw	This exquisite mens pinky diamond ring is handcrafted in 14k white gold. The center is bezel set with one brilliant round cut diamond which weighs 0.35 carats. The side stones consist of small channel set round cut diamonds which surround the center stone and total to 0.29 carats. The frame measures to 13 mm in diameter and weighs 7.3 grams.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-white-gold-mens-diamond-pinky-ring-0-92-ctw-10287.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r25883b-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r25883-3_1.jpg	1374	3895	New	Avianne & Co	R25883B	Yes	men	Absolute	0.25
R11500	14K Yellow Solid Gold Mens Diamond Sapphire Pinky Ring 0.50 Ctw	"This large mens diamond sapphire pinky ring features one large blue sapphire which measures to 10 x 12 mm. The gemstone is surrounded with small round cut pave set diamonds which total to 0.50 carats. Crafted in 14K Yellow Gold, the frame measures to 9/16 Inches in width and weighs approximately 11 grams. This uniquely designed mens diamond pinky ring is an ideal accessory which gleams with uniqueness and beauty."	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-sapphire-pinky-ring-0-50-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r11500-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r11500-1_1.jpg	1323	3750	New	Avianne & Co	R11500	Yes	men	Absolute	0.25
R-60	14K White Solid Gold Mens Diamond Wedding Band 1.21 Ctw	This tastefully fine mens wedding band is crafted in 14K White Gold. The center is highlighted with brilliant princess cut diamonds which are held by an invisible setting. This elegant yet masculine mens diamond ring is an ideal gift for that special occasion.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-white-gold-mens-diamond-wedding-band-1-21-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/-/r-60-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/f/i/file_384.jpg	1237	3500	New	Avianne & Co	R-60	Yes	men	Absolute	0.25
R126246	14K Yellow Solid Gold Mens Diamond Onyx Ring 0.39 Ctw	This elegant menx onyx ring is handcrafted in 14K yellow gold. Upper and lower frames are channel set with small round cut diamonds which total to 0.39 carats. The frame measures to 1/2 inches in width and weighs 10.5 grams.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-onyx-ring-0-39-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r126246-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r126246-3.jpg	1235	3500	New	Avianne & Co	R126246	Yes	men	Absolute	0.25
P43016	10K Yellow Solid Gold Diamond Cross Pendant 1.69 Ctw	"Simple yet elegant in appearance, this diamond cross pendant is crafted in 10K Yellow Gold. The center is detailed with two rows of prong set round cut diamonds which are I in color and SI in clarity. The frame measures to 1 1/2 Inches in length and approximately 1 Inches in width. Weighing 4.3 grams, this diamond cross pendant is an ideal addition to your Religious diamond jewelry collection."	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/10k-yellow-gold-diamond-cross-pendant-1-69-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/4/p43016-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/p/4/p43016-2.jpg	1200	2350	New	Avianne & Co	P43016	Yes	men	Absolute	0.25
VR04201	10K Yellow Solid Gold Mens Diamond Ring 1.22 Ctw	This masculine diamond ring is handcrafted in  highly polished 10K yellow gold. The center is detailed with brilliant small round cut diamonds which are H in color and SI in clarity. The frame measures to 3/4 inches in width and weighs approximately 10.7 grams. This one of a kind mens diamond ring is an ideal accessory for a special night out.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/10k-yellow-gold-mens-diamond-ring-1-22-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr04201-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr04201-2.jpg	1132	3200	New	Avianne & Co	VR04201	Yes	men	Absolute	0.25
VR04270	10K Yellow Solid Gold Diamond Wedding Band Set 1.75 Ctw	"This elegant diamond wedding band set is crafted in 10K Yellow Gold. The engagement ring is pave set with small round cut diamonds and comes with a matching womens diamond wedding band which measures to 1/4 Inches in width. The bridal ring set comes with an additional matching mens diamond wedding band which also measures to 1/4 Inches in width. Weighing approximately 10 grams, this exquisite three ring diamond wedding band set is an ideal accessory for both him and her."	Jewelry & Watches > Engagement & Wedding > Wedding/Bridal Bands	http://www.avianneandco.com/10k-yellow-gold-diamond-wedding-band-set-1-75-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/v/r/vr04270-4.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/v/r/vr04270-1.jpg	1099	3250	New	Avianne & Co	VR04270	Yes	Unisex	Absolute	0.25
R26943	14K White Gold Mens Diamond Onyx Pinky Ring 0.15 Ctw	This mens diamond onyx ring is handcrafted in lustrous 14k white gold. The center is set with one onyx black gemstone. The side is detailed with small round cut diamonds which total to additional 0.15 carats. The frame measures to 11 mm in width and weighs 9 grams.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-white-gold-mens-diamond-onyx-pinky-ring-0-15-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r26943-3.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/2/r26943-2.jpg	1089	3250	New	Avianne & Co	R26943	Yes	men	Absolute	0.25
P25601	14K Yellow Solid Gold Diamond Mezuzah Pendant 0.25 Ctw	"Custom made for one of our clients, this Mezuzah Pendant is handcrafted in lustrous 14K yellow gold. The inside of the pendant contains one scroll and two opposite sides are pave set with small diamonds which total to 0.25 carats. The pendant measures to 1.5 inches in length and 3/16 Inches in width. Weighing 8.6 grams, this pendant comes with a matching 20 inch 14k yellow gold chain."	Jewelry & Watches > Fine Jewelry > Necklaces & Pendants	http://www.avianneandco.com/14k-yellow-gold-diamond-mezuzah-pendant-0-25-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/2/p25601-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/p/2/p25601-1.jpg	1027	2895	New	Avianne & Co	P25601	Yes	men	Absolute	0.25
ADFSR2584T1W	10K White Gold Mens Black Diamond Pinky Ring 0.90 Ctw	This one of a kind mens diamond ring is handcrafted in 10k white gold. The center is adorned with small black round cut diamonds which are micro set half way around the band. The center measures to 13.2 mm in width and the band weighs 7.8 grams.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/10k-white-gold-mens-black-diamond-pinky-ring-0-90-ctw.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/d/adfsr2584t1-1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/a/d/adfsr2584t1-1.jpg	1014	2272	New	Avianne & Co	ADFSR2584T1W	Yes	men	Absolute	0.25
R125720A	14K Yellow Solid Gold Mens Diamond Sapphire Pinky Owl Ring 0.60 Ctw	This uniquely designed mens diamond pinky ring is handcrafted in 14K yellow gold. The eyes of the owl are set with two star sapphires which total to 0.50 carats. The brows are detailed with small round cut diamonds which total to 0.10 carats. The frame measures to 9/16 inches in width and weighs approximately 7.7 grams. This mens ring is an ideal accessory which guarantees any bystanders attention.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-sapphire-pinky-owl-ring-0-60-ctw-7456.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r125720-1_2.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r125720-2_1.jpg	973	2750	New	Avianne & Co	R125720A	Yes	men	Absolute	0.25
R10751	14K Yellow Solid Gold Mens Diamond Pinky Ring 0.75 Ctw	This one of a kind mens diamond pinky ring is crafted in 14K Yellow Gold. The center is pave set with small round cut diamonds which are H/I in color and SI in clarity. The center measures to 1/2 Inches in diameter and the frame weighs approximately 10 grams. This elegant mens diamond pinky ring is an ideal accessory for an every day casual wear.	Jewelry & Watches > Fine Jewelry > Rings	http://www.avianneandco.com/14k-yellow-gold-mens-diamond-pinky-ring-0-75-ctw-4035.html	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/1/r10751-1_1.jpg	http://d3p1jc4qwvxcf2.cloudfront.net/media/catalog/product/r/1/r10751-3.jpg	849	2375	New	Avianne & Co	R10751	Yes	men	Absolute	0.25
